Number;Name;Type 1;Type 2;Abilities;HP;Att;Def;Spa;Spd;Spe;BST;Height;Weight;Generation;Experience type;Evolutionary Stage;Final Evolution;Catch Rate;Legendary;Mega Evolution;Alolan Form;Galarian Form;Against Normal;Against Fire;Against Water;Against Electric;Against Grass;Against Ice;Against Fighting;Against Poison;Against Ground;Against Flying;Against Psychic;Against Bug;Against Rock;Against Ghost;Against Dragon;Against Dark;Against Steel;Against Fairy
71;Victreebel;Grass;Poison;['Chlorophyll', 'Gluttony'];80;105;65;100;70;70;490;1.7;15.5;1;Medium Slow;3;1;45;0;0;0;0;1.0;2.0;0.5;0.5;0.3;2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5
72;Tentacool;Water;Poison;['Clear Body', 'Liquid Ooze', 'Rain Dish'];40;40;35;50;100;70;335;0.9;45.5;1;Slow;1;0;190;0;0;0;0;1.0;0.5;0.5;2.0;1.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
73;Tentacruel;Water;Poison;['Clear Body', 'Liquid Ooze', 'Rain Dish'];80;70;65;80;120;100;515;1.6;55.0;1;Slow;2;1;60;0;0;0;0;1.0;0.5;0.5;2.0;1.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
74;Geodude;Rock;Ground;['Rock Head', 'Sand Veil', 'Sturdy'];40;80;100;30;30;20;300;0.4;20.0;1;Medium Slow;1;0;255;0;0;0;0;0.5;0.5;4.0;0.0;4.0;2.0;2.0;0.3;2.0;0.5;1.0;1.0;0.5;1.0;1.0;1.0;2.0;1.0
74;Alolan Geodude;Rock;Electric;['Galvanize', 'Magnet Pull', 'Sturdy'];40;80;100;30;30;20;300;0.4;20.3;7;Medium Slow;1;0;255;0;0;1;0;0.5;0.5;2.0;0.5;2.0;1.0;2.0;0.5;4.0;0.3;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
75;Graveler;Rock;Ground;['Rock Head', 'Sand Veil', 'Sturdy'];55;95;115;45;45;35;390;1.0;105.0;1;Medium Slow;2;0;120;0;0;0;0;0.5;0.5;4.0;0.0;4.0;2.0;2.0;0.3;2.0;0.5;1.0;1.0;0.5;1.0;1.0;1.0;2.0;1.0
75;Alolan Graveler;Rock;Electric;['Galvanize', 'Magnet Pull', 'Sturdy'];55;95;115;45;45;35;390;1.0;110.0;7;Medium Slow;2;0;120;0;0;1;0;0.5;0.5;2.0;0.5;2.0;1.0;2.0;0.5;4.0;0.3;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
76;Golem;Rock;Ground;['Rock Head', 'Sand Veil', 'Sturdy'];80;120;130;55;65;45;495;1.4;300.0;1;Medium Slow;3;1;45;0;0;0;0;0.5;0.5;4.0;0.0;4.0;2.0;2.0;0.3;2.0;0.5;1.0;1.0;0.5;1.0;1.0;1.0;2.0;1.0
76;Alolan Golem;Rock;Electric;['Galvanize', 'Magnet Pull', 'Sturdy'];80;120;130;55;65;45;495;1.7;316.0;7;Medium Slow;3;1;45;0;0;1;0;0.5;0.5;2.0;0.5;2.0;1.0;2.0;0.5;4.0;0.3;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
77;Ponyta;Fire;;['Flame Body', 'Flash Fire', 'Run Away'];50;85;55;65;65;90;410;1.0;30.0;1;Medium Fast;1;0;190;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;0.5
77;Galarian Ponyta;Psychic;;['Anticipation', 'Pastel Veil', 'Run Away'];50;85;55;65;65;90;410;0.8;24.0;8;Medium Fast;1;0;190;0;0;0;1;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
78;Rapidash;Fire;;['Flame Body', 'Flash Fire', 'Run Away'];65;100;70;80;80;105;500;1.7;95.0;1;Medium Fast;2;1;60;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;0.5
78;Galarian Rapidash;Psychic;Fairy;['Anticipation', 'Pastel Veil', 'Run Away'];65;100;70;80;80;105;500;1.7;80.0;8;Medium Fast;2;1;60;0;0;0;1;1.0;1.0;1.0;1.0;1.0;1.0;0.3;2.0;1.0;1.0;0.5;1.0;1.0;2.0;0.0;1.0;2.0;1.0
79;Slowpoke;Water;Psychic;['Oblivious', 'Own Tempo', 'Regenerator'];90;65;65;40;40;15;315;1.2;36.0;1;Medium Fast;1;0;190;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;0.5;1.0
79;Galarian Slowpoke;Psychic;;['Gluttony', 'Own Tempo', 'Regenerator'];90;65;65;40;40;15;315;1.2;36.0;8;Medium Fast;1;0;190;0;0;0;1;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
80;Slowbro;Water;Psychic;['Oblivious', 'Own Tempo', 'Regenerator'];95;75;110;100;80;30;490;1.6;78.5;1;Medium Fast;2;1;75;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;0.5;1.0
80;Mega Slowbro;Water;Psychic;['Shell Armor'];95;75;180;130;80;30;590;2.0;120.0;6;Medium Fast;2;1;75;0;1;0;0;1.0;0.5;0.5;2.0;2.0;0.5;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;0.5;1.0
80;Galarian Slowbro;Poison;Psychic;['Own Tempo', 'Quick Draw', 'Regenerator'];95;100;95;100;70;30;490;1.6;70.5;8;Medium Fast;2;1;75;0;0;0;1;1.0;1.0;1.0;1.0;0.5;1.0;0.3;0.5;2.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;0.5
81;Magnemite;Electric;Steel;['Analytic', 'Magnet Pull', 'Sturdy'];25;35;70;95;55;45;325;0.3;6.0;1;Medium Fast;1;0;190;0;0;0;0;0.5;2.0;1.0;0.5;0.5;0.5;2.0;0.0;4.0;0.3;0.5;0.5;0.5;1.0;0.5;1.0;0.3;0.5
82;Magneton;Electric;Steel;['Analytic', 'Magnet Pull', 'Sturdy'];50;60;95;120;70;70;465;1.0;60.0;1;Medium Fast;2;0;60;0;0;0;0;0.5;2.0;1.0;0.5;0.5;0.5;2.0;0.0;4.0;0.3;0.5;0.5;0.5;1.0;0.5;1.0;0.3;0.5
83;Farfetch'd;Normal;Flying;['Defiant', 'Inner Focus', 'Keen Eye'];52;90;55;58;62;60;377;0.8;15.0;1;Medium Fast;1;1;45;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;1.0;1.0;0.0;1.0;1.0;0.5;2.0;0.0;1.0;1.0;1.0;1.0
83;Galarian Farfetch'd;Fighting;;['Scrappy', 'Steadfast'];52;95;55;58;62;55;377;0.8;42.0;8;Medium Fast;1;0;45;0;0;0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;1.0;2.0
84;Doduo;Normal;Flying;['Early Bird', 'Run Away', 'Tangled Feet'];35;85;45;35;35;75;310;1.4;39.2;1;Medium Fast;1;0;190;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;1.0;1.0;0.0;1.0;1.0;0.5;2.0;0.0;1.0;1.0;1.0;1.0
85;Dodrio;Normal;Flying;['Early Bird', 'Run Away', 'Tangled Feet'];60;110;70;60;60;110;470;1.8;85.2;1;Medium Fast;2;1;45;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;1.0;1.0;0.0;1.0;1.0;0.5;2.0;0.0;1.0;1.0;1.0;1.0
86;Seel;Water;;['Hydration', 'Ice Body', 'Thick Fat'];65;45;55;45;70;45;325;1.1;90.0;1;Medium Fast;1;0;190;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
87;Dewgong;Water;Ice;['Hydration', 'Ice Body', 'Thick Fat'];90;70;80;70;95;70;475;1.7;120.0;1;Medium Fast;2;1;75;0;0;0;0;1.0;1.0;0.5;2.0;2.0;0.3;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
88;Grimer;Poison;;['Poison Touch', 'Stench', 'Sticky Hold'];80;80;50;40;50;25;325;0.9;30.0;1;Medium Fast;1;0;190;0;0;0;0;1.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;0.5
88;Alolan Grimer;Poison;Dark;['Gluttony', 'Poison Touch', 'Power of Alchemy'];80;80;50;40;50;25;325;0.7;42.0;7;Medium Fast;1;0;190;0;0;1;0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;0.5;2.0;1.0;0.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0
89;Muk;Poison;;['Poison Touch', 'Stench', 'Sticky Hold'];105;105;75;65;100;50;500;1.2;30.0;1;Medium Fast;2;1;75;0;0;0;0;1.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;0.5
89;Alolan Muk;Poison;Dark;['Gluttony', 'Poison Touch', 'Power of Alchemy'];105;105;75;65;100;50;500;1.0;52.0;7;Medium Fast;2;1;75;0;0;1;0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;0.5;2.0;1.0;0.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0
90;Shellder;Water;;['Overcoat', 'Shell Armor', 'Skill Link'];30;65;100;45;25;40;305;0.3;4.0;1;Slow;1;0;190;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
91;Cloyster;Water;Ice;['Overcoat', 'Shell Armor', 'Skill Link'];50;95;180;85;45;70;525;1.5;132.5;1;Slow;2;1;60;0;0;0;0;1.0;1.0;0.5;2.0;2.0;0.3;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
92;Gastly;Ghost;Poison;['Levitate'];30;35;30;100;35;80;310;1.3;0.1;1;Medium Slow;1;0;190;0;0;0;0;0.0;1.0;1.0;1.0;0.5;1.0;0.0;0.3;2.0;1.0;2.0;0.3;1.0;2.0;1.0;2.0;1.0;0.5
93;Haunter;Ghost;Poison;['Levitate'];45;50;45;115;55;95;405;1.6;0.1;1;Medium Slow;2;0;90;0;0;0;0;0.0;1.0;1.0;1.0;0.5;1.0;0.0;0.3;2.0;1.0;2.0;0.3;1.0;2.0;1.0;2.0;1.0;0.5
94;Gengar;Ghost;Poison;['Cursed Body'];60;65;60;130;75;110;500;1.5;40.5;1;Medium Slow;3;1;45;0;0;0;0;0.0;1.0;1.0;1.0;0.5;1.0;0.0;0.3;2.0;1.0;2.0;0.3;1.0;2.0;1.0;2.0;1.0;0.5
94;Mega Gengar;Ghost;Poison;['Shadow Tag'];60;65;80;170;95;130;600;1.4;40.5;6;Medium Slow;3;1;45;0;1;0;0;0.0;1.0;1.0;1.0;0.5;1.0;0.0;0.3;2.0;1.0;2.0;0.3;1.0;2.0;1.0;2.0;1.0;0.5
95;Onix;Rock;Ground;['Rock Head', 'Sturdy', 'Weak Armor'];35;45;160;30;45;70;385;8.8;210.0;1;Medium Fast;1;0;45;0;0;0;0;0.5;0.5;4.0;0.0;4.0;2.0;2.0;0.3;2.0;0.5;1.0;1.0;0.5;1.0;1.0;1.0;2.0;1.0
96;Drowzee;Psychic;;['Forewarn', 'Inner Focus', 'Insomnia'];60;48;45;43;90;42;328;1.0;32.4;1;Medium Fast;1;0;190;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
97;Hypno;Psychic;;['Forewarn', 'Inner Focus', 'Insomnia'];85;73;70;73;115;67;483;1.6;75.6;1;Medium Fast;2;1;75;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
98;Krabby;Water;;['Hyper Cutter', 'Sheer Force', 'Shell Armor'];30;105;90;25;25;50;325;0.4;6.5;1;Medium Fast;1;0;225;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
99;Kingler;Water;;['Hyper Cutter', 'Sheer Force', 'Shell Armor'];55;130;115;50;50;75;475;1.3;60.0;1;Medium Fast;2;1;60;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
100;Voltorb;Electric;;['Aftermath', 'Soundproof', 'Static'];40;30;50;55;55;100;330;0.5;10.4;1;Medium Fast;1;0;190;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
101;Electrode;Electric;;['Aftermath', 'Soundproof', 'Static'];60;50;70;80;80;150;490;1.2;66.6;1;Medium Fast;2;1;60;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
102;Exeggcute;Grass;Psychic;['Chlorophyll', 'Harvest'];60;40;80;60;45;40;325;0.4;2.5;1;Slow;1;0;90;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;0.5;2.0;0.5;2.0;0.5;4.0;1.0;2.0;1.0;2.0;1.0;1.0
103;Exeggutor;Grass;Psychic;['Chlorophyll', 'Harvest'];95;95;85;125;75;55;530;2.0;120.0;1;Slow;2;1;45;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;0.5;2.0;0.5;2.0;0.5;4.0;1.0;2.0;1.0;2.0;1.0;1.0
103;Alolan Exeggutor;Grass;Dragon;['Frisk', 'Harvest'];95;105;85;125;75;45;530;10.9;415.6;7;Slow;2;1;45;0;0;1;0;1.0;1.0;0.3;0.3;0.3;4.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0
104;Cubone;Ground;;['Battle Armor', 'Lightning Rod', 'Rock Head'];50;50;95;40;50;35;320;0.4;6.5;1;Medium Fast;1;0;190;0;0;0;0;1.0;1.0;2.0;0.0;2.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0
105;Marowak;Ground;;['Battle Armor', 'Lightning Rod', 'Rock Head'];60;80;110;50;80;45;425;1.0;45.0;1;Medium Fast;2;1;75;0;0;0;0;1.0;1.0;2.0;0.0;2.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0
105;Alolan Marowak;Fire;Ghost;['Cursed Body', 'Rock Head'];60;80;110;50;80;45;425;1.0;34.0;7;Medium Fast;2;1;75;0;0;1;0;0.0;0.5;2.0;1.0;0.5;0.5;0.0;0.5;2.0;1.0;1.0;0.3;2.0;2.0;1.0;2.0;0.5;0.5
106;Hitmonlee;Fighting;;['Limber', 'Reckless', 'Unburden'];50;120;53;35;110;87;455;1.5;49.8;1;Medium Fast;2;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;1.0;2.0
107;Hitmonchan;Fighting;;['Inner Focus', 'Iron Fist', 'Keen Eye'];50;105;79;35;110;76;455;1.4;50.2;1;Medium Fast;2;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;1.0;2.0
108;Lickitung;Normal;;['Cloud Nine', 'Oblivious', 'Own Tempo'];90;55;75;60;75;30;385;1.2;65.5;1;Medium Fast;1;0;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
109;Koffing;Poison;;['Levitate', 'Neutralizing Gas', 'Stench'];40;65;95;60;45;35;340;0.6;1.0;1;Medium Fast;1;0;190;0;0;0;0;1.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;0.5
110;Weezing;Poison;;['Levitate', 'Neutralizing Gas', 'Stench'];65;90;120;85;70;60;490;1.2;9.5;1;Medium Fast;2;1;60;0;0;0;0;1.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;0.5
110;Galarian Weezing;Poison;Fairy;['Levitate', 'Misty Surge', 'Neutralizing Gas'];65;90;120;85;70;60;490;3.0;16.0;8;Medium Fast;2;1;60;0;0;0;1;1.0;1.0;1.0;1.0;0.5;1.0;0.3;1.0;2.0;1.0;2.0;0.3;1.0;1.0;0.0;0.5;2.0;0.5
111;Rhyhorn;Ground;Rock;['Lightning Rod', 'Reckless', 'Rock Head'];80;85;95;30;30;25;345;1.0;115.0;1;Slow;1;0;120;0;0;0;0;0.5;0.5;4.0;0.0;4.0;2.0;2.0;0.3;2.0;0.5;1.0;1.0;0.5;1.0;1.0;1.0;2.0;1.0
112;Rhydon;Ground;Rock;['Lightning Rod', 'Reckless', 'Rock Head'];105;130;120;45;45;40;485;1.9;120.0;1;Slow;2;0;60;0;0;0;0;0.5;0.5;4.0;0.0;4.0;2.0;2.0;0.3;2.0;0.5;1.0;1.0;0.5;1.0;1.0;1.0;2.0;1.0
113;Chansey;Normal;;['Healer', 'Natural Cure', 'Serene Grace'];250;5;5;35;105;50;450;1.1;34.6;1;Fast;2;0;30;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
114;Tangela;Grass;;['Chlorophyll', 'Leaf Guard', 'Regenerator'];65;55;115;100;40;60;435;1.0;35.0;1;Medium Fast;1;0;45;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
115;Kangaskhan;Normal;;['Early Bird', 'Inner Focus', 'Scrappy'];105;95;80;40;80;90;490;2.2;80.0;1;Medium Fast;1;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
115;Mega Kangaskhan;Normal;;['Parental Bond'];105;125;100;60;100;100;590;2.2;100.0;6;Medium Fast;1;1;45;0;1;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
116;Horsea;Water;;['Damp', 'Sniper', 'Swift Swim'];30;40;70;70;25;60;295;0.4;8.0;1;Medium Fast;1;0;225;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
117;Seadra;Water;;['Damp', 'Poison Point', 'Sniper'];55;65;95;95;45;85;440;1.2;25.0;1;Medium Fast;2;0;75;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
118;Goldeen;Water;;['Lightning Rod', 'Swift Swim', 'Water Veil'];45;67;60;35;50;63;320;0.6;15.0;1;Medium Fast;1;0;225;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
119;Seaking;Water;;['Lightning Rod', 'Swift Swim', 'Water Veil'];80;92;65;65;80;68;450;1.3;39.0;1;Medium Fast;2;1;60;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
120;Staryu;Water;;['Analytic', 'Illuminate', 'Natural Cure'];30;45;55;70;55;85;340;0.8;34.5;1;Slow;1;0;225;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
121;Starmie;Water;Psychic;['Analytic', 'Illuminate', 'Natural Cure'];60;75;85;100;85;115;520;1.1;80.0;1;Slow;2;1;60;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;0.5;1.0
122;Mr. Mime;Psychic;Fairy;['Filter', 'Soundproof', 'Technician'];40;45;65;100;120;90;460;1.3;54.5;1;Medium Fast;2;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.3;2.0;1.0;1.0;0.5;1.0;1.0;2.0;0.0;1.0;2.0;1.0
122;Galarian Mr. Mime;Ice;Psychic;['Ice Body', 'Screen Cleaner', 'Vital Spirit'];50;65;65;90;90;100;460;1.4;56.8;8;Medium Fast;2;0;45;0;0;0;1;1.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;2.0;2.0;2.0;1.0;2.0;2.0;1.0
123;Scyther;Bug;Flying;['Steadfast', 'Swarm', 'Technician'];70;110;80;55;80;105;500;1.5;56.0;1;Medium Fast;1;0;45;0;0;0;0;1.0;2.0;1.0;2.0;0.3;2.0;0.3;1.0;0.0;2.0;1.0;0.5;4.0;1.0;1.0;1.0;1.0;1.0
124;Jynx;Ice;Psychic;['Dry Skin', 'Forewarn', 'Oblivious'];65;50;35;115;95;95;455;1.4;40.6;1;Medium Fast;2;1;45;0;0;0;0;1.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;2.0;2.0;2.0;1.0;2.0;2.0;1.0
125;Electabuzz;Electric;;['Static', 'Vital Spirit'];65;83;57;95;85;105;490;1.1;30.0;1;Medium Fast;2;0;45;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
126;Magmar;Fire;;['Flame Body', 'Vital Spirit'];65;95;57;100;85;93;495;1.3;44.5;1;Medium Fast;2;0;45;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;0.5
127;Pinsir;Bug;;['Hyper Cutter', 'Mold Breaker', 'Moxie'];65;125;100;55;70;85;500;1.5;55.0;1;Slow;1;1;45;0;0;0;0;1.0;2.0;1.0;1.0;0.5;1.0;0.5;1.0;0.5;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
127;Mega Pinsir;Bug;Flying;['Aerilate'];65;155;120;65;90;105;600;1.7;59.0;6;Slow;1;1;45;0;1;0;0;1.0;2.0;1.0;2.0;0.3;2.0;0.3;1.0;0.0;2.0;1.0;0.5;4.0;1.0;1.0;1.0;1.0;1.0
128;Tauros;Normal;;['Anger Point', 'Intimidate', 'Sheer Force'];75;100;95;40;70;110;490;1.4;88.4;1;Slow;1;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
129;Magikarp;Water;;['Rattled', 'Swift Swim'];20;10;55;15;20;80;200;0.9;10.0;1;Slow;1;0;255;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
130;Gyarados;Water;Flying;['Intimidate', 'Moxie'];95;125;79;60;100;81;540;6.5;235.0;1;Slow;2;1;45;0;0;0;0;1.0;0.5;0.5;4.0;1.0;1.0;0.5;1.0;0.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0
130;Mega Gyarados;Water;Dark;['Mold Breaker'];95;155;109;70;130;81;640;6.5;305.0;6;Slow;2;1;45;0;1;0;0;1.0;0.5;0.5;2.0;2.0;0.5;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.5;1.0;0.5;0.5;2.0
131;Lapras;Water;Ice;['Hydration', 'Shell Armor', 'Water Absorb'];130;85;80;85;95;60;535;2.5;220.0;1;Slow;1;1;45;0;0;0;0;1.0;1.0;0.5;2.0;2.0;0.3;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
132;Ditto;Normal;;['Imposter', 'Limber'];48;48;48;48;48;48;288;0.3;4.0;1;Medium Fast;1;1;35;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
133;Eevee;Normal;;['Adaptability', 'Anticipation', 'Run Away'];55;55;50;45;65;55;325;0.3;6.5;1;Medium Fast;1;0;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
134;Vaporeon;Water;;['Hydration', 'Water Absorb'];130;65;60;110;95;65;525;1.0;29.0;1;Medium Fast;2;1;45;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
135;Jolteon;Electric;;['Quick Feet', 'Volt Absorb'];65;65;60;110;95;130;525;0.8;24.5;1;Medium Fast;2;1;45;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
136;Flareon;Fire;;['Flash Fire', 'Guts'];65;130;60;95;110;65;525;0.9;25.0;1;Medium Fast;2;1;45;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;0.5
137;Porygon;Normal;;['Analytic', 'Download', 'Trace'];65;60;70;85;75;40;395;0.8;36.5;1;Medium Fast;1;0;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
138;Omanyte;Rock;Water;['Shell Armor', 'Swift Swim', 'Weak Armor'];35;40;100;90;55;35;355;0.4;7.5;1;Medium Fast;1;0;45;0;0;0;0;0.5;0.3;1.0;2.0;4.0;0.5;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
139;Omastar;Rock;Water;['Shell Armor', 'Swift Swim', 'Weak Armor'];70;60;125;115;70;55;495;1.0;35.0;1;Medium Fast;2;1;45;0;0;0;0;0.5;0.3;1.0;2.0;4.0;0.5;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
140;Kabuto;Rock;Water;['Battle Armor', 'Swift Swim', 'Weak Armor'];30;80;90;55;45;55;355;0.5;11.5;1;Medium Fast;1;0;45;0;0;0;0;0.5;0.3;1.0;2.0;4.0;0.5;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
